TimeStamp,Detector,Bit received,Bit index(/1250),Bit index(%ile) (1250),Index of predicted bit,Bit predicted 700 first bit 0 (1250),Bit predicted 700 first bit 1 (1250),Bit index(/2500),Bit index(%ile) (2500),Bit predicted 700 first bit 0 (2500),Bit predicted 700 first bit 1 (2500)
1,2,1,0,1,0,1,0,0,1,0,
24258,2,1,19,508,20,1,0,9,1758,1,
48077,2,1,38,577,39,0,1,19,577,1,
12257,2,1,9,1007,10,1,0,4,2257,1,
97414,3,0,77,1164,79,0,1,38,2414,0,
71529,3,0,57,279,58,1,0,28,1529,1,
58816,2,1,47,66,47,0,1,23,1316,0,
31736,2,1,25,486,26,1,0,12,1736,1,
63121,3,0,50,621,51,0,1,25,621,1,
86466,3,0,69,216,70,1,0,34,1466,1,
47164,3,0,37,914,38,1,0,18,2164,1,
79941,2,1,63,1191,65,0,1,31,2441,0,
29734,3,0,23,984,24,1,0,11,2234,1,
10025,3,0,8,25,8,1,0,4,25,0,
44612,2,1,35,862,36,1,0,17,2112,1,
87822,3,0,70,322,71,0,1,35,322,1,
77275,2,1,61,1025,62,1,0,30,2275,1,
78450,2,1,62,950,63,0,1,31,950,1,
97498,3,0,77,1248,79,0,1,38,2498,0,
69130,3,0,55,380,56,1,0,27,1630,1,
90295,3,0,72,295,73,0,1,36,295,1,
94728,2,1,75,978,76,1,0,37,2228,1,
16327,3,0,13,77,13,0,1,6,1327,0,
9667,2,1,7,917,8,1,0,3,2167,1,
60672,3,0,48,672,49,0,1,24,672,1,
80348,3,0,64,348,65,0,1,32,348,1,
15010,3,0,12,10,12,1,0,6,10,0,
30995,3,0,24,995,25,0,1,12,995,1,
97247,2,1,77,997,78,1,0,38,2247,1,
86206,2,1,68,1206,70,1,0,34,1206,0,
29600,3,0,23,850,24,1,0,11,2100,1,
62480,2,1,49,1230,51,0,1,24,2480,0,
74919,2,1,59,1169,61,0,1,29,2419,0,
19021,3,0,15,271,16,1,0,7,1521,1,
4130,3,0,3,380,4,1,0,1,1630,1,
36401,3,0,29,151,30,1,0,14,1401,1,
2794,3,0,2,294,3,0,1,1,294,1,
79872,2,1,63,1122,65,0,1,31,2372,0,
9899,2,1,7,1149,9,0,1,3,2399,0,
38676,3,0,30,1176,32,1,0,15,1176,0,
38975,2,1,31,225,32,1,0,15,1475,1,
47135,2,1,37,885,38,1,0,18,2135,1,
53749,3,0,42,1249,44,1,0,21,1249,0,
87720,3,0,70,220,71,0,1,35,220,1,
3557,2,1,2,1057,3,0,1,1,1057,1,
14448,2,1,11,698,12,1,0,5,1948,1,
83093,2,1,66,593,67,0,1,33,593,1,
93166,2,1,74,666,75,0,1,37,666,1,
2075,2,1,1,825,2,1,0,0,2075,1,
56034,3,0,44,1034,45,0,1,22,1034,1,
19977,3,0,15,1227,17,0,1,7,2477,0,
17394,3,0,13,1144,15,0,1,6,2394,0,
80975,2,1,64,975,65,0,1,32,975,1,
8958,2,1,7,208,8,1,0,3,1458,1,
413,3,0,0,413,1,0,1,0,413,1,
89491,2,1,71,741,72,1,0,35,1991,1,
79965,2,1,63,1215,65,0,1,31,2465,0,
54420,3,0,43,670,44,1,0,21,1920,1,
90760,2,1,72,760,73,0,1,36,760,1,
35969,2,1,28,969,29,0,1,14,969,1,
14604,2,1,11,854,12,1,0,5,2104,1,
71170,2,1,56,1170,58,1,0,28,1170,0,
72889,2,1,58,389,59,0,1,29,389,1,
62829,3,0,50,329,51,0,1,25,329,1,
38134,2,1,30,634,31,0,1,15,634,1,
63621,2,1,50,1121,52,1,0,25,1121,0,
10089,3,0,8,89,8,1,0,4,89,0,
81202,2,1,64,1202,66,1,0,32,1202,0,
51763,2,1,41,513,42,1,0,20,1763,1,
79107,3,0,63,357,64,1,0,31,1607,1,
66459,3,0,53,209,54,1,0,26,1459,1,
40701,2,1,32,701,33,0,1,16,701,1,
57716,2,1,46,216,47,0,1,23,216,1,
95588,2,1,76,588,77,0,1,38,588,1,
2851,3,0,2,351,3,0,1,1,351,1,
69981,2,1,55,1231,57,0,1,27,2481,0,
46765,2,1,37,515,38,1,0,18,1765,1,
74210,3,0,59,460,60,1,0,29,1710,1,
21725,2,1,17,475,18,1,0,8,1725,1,
78553,2,1,62,1053,63,0,1,31,1053,1,
26363,3,0,21,113,22,1,0,10,1363,1,
1854,3,0,1,604,2,1,0,0,1854,1,
23781,2,1,19,31,19,0,1,9,1281,0,
62663,3,0,50,163,51,0,1,25,163,1,
67642,2,1,54,142,55,0,1,27,142,1,
12502,3,0,10,2,10,1,0,5,2,0,
49468,3,0,39,718,40,1,0,19,1968,1,
78437,2,1,62,937,63,0,1,31,937,1,
14116,3,0,11,366,12,1,0,5,1616,1,
91635,3,0,73,385,74,1,0,36,1635,1,
42888,2,1,34,388,35,0,1,17,388,1,
14756,2,1,11,1006,12,1,0,5,2256,1,
55295,2,1,44,295,45,0,1,22,295,1,
60527,3,0,48,527,49,0,1,24,527,1,
79822,2,1,63,1072,64,1,0,31,2322,1,
16483,3,0,13,233,14,1,0,6,1483,1,
98047,2,1,78,547,79,0,1,39,547,1,
19415,2,1,15,665,16,1,0,7,1915,1,
80585,3,0,64,585,65,0,1,32,585,1,
39028,3,0,31,278,32,1,0,15,1528,1,
73566,2,1,58,1066,59,0,1,29,1066,1,
81962,2,1,65,712,66,1,0,32,1962,1,
34236,2,1,27,486,28,1,0,13,1736,1,
85919,2,1,68,919,69,0,1,34,919,1,
74075,3,0,59,325,60,1,0,29,1575,1,
5277,3,0,4,277,5,0,1,2,277,1,
23827,2,1,19,77,19,0,1,9,1327,0,
50424,2,1,40,424,41,0,1,20,424,1,
86314,3,0,69,64,69,0,1,34,1314,0,
98252,2,1,78,752,79,0,1,39,752,1,
30429,2,1,24,429,25,0,1,12,429,1,
52919,2,1,42,419,43,0,1,21,419,1,
60640,3,0,48,640,49,0,1,24,640,1,
69156,3,0,55,406,56,1,0,27,1656,1,
16777,2,1,13,527,14,1,0,6,1777,1,
53746,2,1,42,1246,44,1,0,21,1246,0,
34196,2,1,27,446,28,1,0,13,1696,1,
68895,3,0,55,145,56,1,0,27,1395,1,
15001,3,0,12,1,12,1,0,6,1,0,
81218,2,1,64,1218,66,1,0,32,1218,0,
75605,3,0,60,605,61,0,1,30,605,1,
49321,2,1,39,571,40,1,0,19,1821,1,
31196,3,0,24,1196,26,1,0,12,1196,0,
9466,3,0,7,716,8,1,0,3,1966,1,
97091,2,1,77,841,78,1,0,38,2091,1,
32226,3,0,25,976,26,1,0,12,2226,1,
90687,2,1,72,687,73,0,1,36,687,1,
91754,2,1,73,504,74,1,0,36,1754,1,
41453,3,0,33,203,34,1,0,16,1453,1,
2416,2,1,1,1166,3,0,1,0,2416,0,
30301,3,0,24,301,25,0,1,12,301,1,
32830,2,1,26,330,27,0,1,13,330,1,
69475,2,1,55,725,56,1,0,27,1975,1,
92626,3,0,74,126,75,0,1,37,126,1,
56358,2,1,45,108,46,1,0,22,1358,1,
13260,3,0,10,760,11,0,1,5,760,1,
56015,3,0,44,1015,45,0,1,22,1015,1,
36991,3,0,29,741,30,1,0,14,1991,1,
70108,2,1,56,108,57,0,1,28,108,1,
2832,3,0,2,332,3,0,1,1,332,1,
73554,2,1,58,1054,59,0,1,29,1054,1,
60097,2,1,48,97,48,1,0,24,97,0,
20019,3,0,16,19,16,1,0,8,19,0,
73603,2,1,58,1103,60,1,0,29,1103,0,
37162,3,0,29,912,30,1,0,14,2162,1,
61227,2,1,48,1227,50,1,0,24,1227,0,
92989,2,1,74,489,75,0,1,37,489,1,
23448,2,1,18,948,19,0,1,9,948,1,
80067,2,1,64,67,64,1,0,32,67,0,
53479,3,0,42,979,43,0,1,21,979,1,
46964,3,0,37,714,38,1,0,18,1964,1,
38214,2,1,30,714,31,0,1,15,714,1,
42617,2,1,34,117,35,0,1,17,117,1,
59261,2,1,47,511,48,1,0,23,1761,1,
80128,2,1,64,128,65,0,1,32,128,1,
18874,3,0,15,124,16,1,0,7,1374,1,
23436,2,1,18,936,19,0,1,9,936,1,
51642,2,1,41,392,42,1,0,20,1642,1,
38815,3,0,31,65,31,0,1,15,1315,0,
23147,2,1,18,647,19,0,1,9,647,1,
33105,2,1,26,605,27,0,1,13,605,1,
91696,3,0,73,446,74,1,0,36,1696,1,
41009,3,0,32,1009,33,0,1,16,1009,1,
74941,2,1,59,1191,61,0,1,29,2441,0,
50214,2,1,40,214,41,0,1,20,214,1,
69043,3,0,55,293,56,1,0,27,1543,1,
54396,2,1,43,646,44,1,0,21,1896,1,
12128,2,1,9,878,10,1,0,4,2128,1,
15748,2,1,12,748,13,0,1,6,748,1,
55729,2,1,44,729,45,0,1,22,729,1,
66887,2,1,53,637,54,1,0,26,1887,1,
60688,3,0,48,688,49,0,1,24,688,1,
74951,2,1,59,1201,61,0,1,29,2451,0,
30080,3,0,24,80,24,1,0,12,80,0,
17871,3,0,14,371,15,0,1,7,371,1,
80878,2,1,64,878,65,0,1,32,878,1,
40992,3,0,32,992,33,0,1,16,992,1,
87386,2,1,69,1136,71,0,1,34,2386,0,
24340,2,1,19,590,20,1,0,9,1840,1,
13646,2,1,10,1146,12,1,0,5,1146,0,
89849,2,1,71,1099,72,1,0,35,2349,1,
58835,2,1,47,85,47,0,1,23,1335,0,
58323,3,0,46,823,47,0,1,23,823,1,
16867,3,0,13,617,14,1,0,6,1867,1,
91072,3,0,72,1072,73,0,1,36,1072,1,
93204,2,1,74,704,75,0,1,37,704,1,
62586,3,0,50,86,50,1,0,25,86,0,
76318,3,0,61,68,61,0,1,30,1318,0,
78401,2,1,62,901,63,0,1,31,901,1,
66597,3,0,53,347,54,1,0,26,1597,1,
10435,3,0,8,435,9,0,1,4,435,1,
67492,2,1,53,1242,55,0,1,26,2492,0,
50541,3,0,40,541,41,0,1,20,541,1,
47849,2,1,38,349,39,0,1,19,349,1,
56807,3,0,45,557,46,1,0,22,1807,1,
63687,2,1,50,1187,52,1,0,25,1187,0,
32133,3,0,25,883,26,1,0,12,2133,1,
27486,3,0,21,1236,23,0,1,10,2486,0,
7625,3,0,6,125,7,0,1,3,125,1,
13511,2,1,10,1011,11,0,1,5,1011,1,
23891,3,0,19,141,20,1,0,9,1391,1,
72791,3,0,58,291,59,0,1,29,291,1,
33309,2,1,26,809,27,0,1,13,809,1,
89134,2,1,71,384,72,1,0,35,1634,1,
63550,2,1,50,1050,51,0,1,25,1050,1,
28224,2,1,22,724,23,0,1,11,724,1,
74016,3,0,59,266,60,1,0,29,1516,1,
71321,2,1,57,71,57,0,1,28,1321,0,
61450,3,0,49,200,50,1,0,24,1450,1,
19033,3,0,15,283,16,1,0,7,1533,1,
8038,2,1,6,538,7,0,1,3,538,1,
31835,3,0,25,585,26,1,0,12,1835,1,
48005,2,1,38,505,39,0,1,19,505,1,
38682,3,0,30,1182,32,1,0,15,1182,0,
68167,2,1,54,667,55,0,1,27,667,1,
31439,2,1,25,189,26,1,0,12,1439,1,
65777,3,0,52,777,53,0,1,26,777,1,
58984,2,1,47,234,48,1,0,23,1484,1,
4419,3,0,3,669,4,1,0,1,1919,1,
45115,2,1,36,115,37,0,1,18,115,1,
8666,2,1,6,1166,8,1,0,3,1166,0,
42991,2,1,34,491,35,0,1,17,491,1,
88803,3,0,71,53,71,0,1,35,1303,0,
75949,3,0,60,949,61,0,1,30,949,1,
78501,2,1,62,1001,63,0,1,31,1001,1,
26666,3,0,21,416,22,1,0,10,1666,1,
27785,2,1,22,285,23,0,1,11,285,1,
21827,3,0,17,577,18,1,0,8,1827,1,
6051,2,1,4,1051,5,0,1,2,1051,1,
21516,2,1,17,266,18,1,0,8,1516,1,
73639,2,1,58,1139,60,1,0,29,1139,0,
7385,3,0,5,1135,7,0,1,2,2385,0,
30930,3,0,24,930,25,0,1,12,930,1,
29752,3,0,23,1002,24,1,0,11,2252,1,
31273,3,0,25,23,25,0,1,12,1273,0,
42215,3,0,33,965,34,1,0,16,2215,1,
67750,2,1,54,250,55,0,1,27,250,1,
1621,3,0,1,371,2,1,0,0,1621,1,
87632,2,1,70,132,71,0,1,35,132,1,
46566,2,1,37,316,38,1,0,18,1566,1,
19398,2,1,15,648,16,1,0,7,1898,1,
87743,3,0,70,243,71,0,1,35,243,1,
70948,2,1,56,948,57,0,1,28,948,1,
6626,3,0,5,376,6,1,0,2,1626,1,
22072,2,1,17,822,18,1,0,8,2072,1,
83276,2,1,66,776,67,0,1,33,776,1,
16042,2,1,12,1042,13,0,1,6,1042,1,
37110,3,0,29,860,30,1,0,14,2110,1,
26681,2,1,21,431,22,1,0,10,1681,1,
72048,3,0,57,798,58,1,0,28,2048,1,
4683,2,1,3,933,4,1,0,1,2183,1,
22626,3,0,18,126,19,0,1,9,126,1,
36650,2,1,29,400,30,1,0,14,1650,1,
7878,3,0,6,378,7,0,1,3,378,1,
38067,3,0,30,567,31,0,1,15,567,1,
28466,2,1,22,966,23,0,1,11,966,1,
38385,2,1,30,885,31,0,1,15,885,1,
17449,3,0,13,1199,15,0,1,6,2449,0,
92628,3,0,74,128,75,0,1,37,128,1,
36003,3,0,28,1003,29,0,1,14,1003,1,
83485,2,1,66,985,67,0,1,33,985,1,
22137,2,1,17,887,18,1,0,8,2137,1,
68625,2,1,54,1125,56,1,0,27,1125,0,
35627,2,1,28,627,29,0,1,14,627,1,
88363,2,1,70,863,71,0,1,35,863,1,
54263,2,1,43,513,44,1,0,21,1763,1,
48754,2,1,39,4,39,0,1,19,1254,0,
81203,2,1,64,1203,66,1,0,32,1203,0,
1242,2,1,0,1242,2,1,0,0,1242,0,
6573,3,0,5,323,6,1,0,2,1573,1,
49656,3,0,39,906,40,1,0,19,2156,1,
77111,3,0,61,861,62,1,0,30,2111,1,
42983,2,1,34,483,35,0,1,17,483,1,
73158,3,0,58,658,59,0,1,29,658,1,
78555,2,1,62,1055,63,0,1,31,1055,1,
62885,2,1,50,385,51,0,1,25,385,1,
45420,2,1,36,420,37,0,1,18,420,1,
13574,2,1,10,1074,11,0,1,5,1074,1,
48525,3,0,38,1025,39,0,1,19,1025,1,
53742,2,1,42,1242,44,1,0,21,1242,0,
91206,3,0,72,1206,74,1,0,36,1206,0,
33166,2,1,26,666,27,0,1,13,666,1,
76333,3,0,61,83,61,0,1,30,1333,0,
42318,3,0,33,1068,34,1,0,16,2318,1,
87592,3,0,70,92,70,1,0,35,92,0,
44296,2,1,35,546,36,1,0,17,1796,1,
68922,3,0,55,172,56,1,0,27,1422,1,
70417,3,0,56,417,57,0,1,28,417,1,
94240,3,0,75,490,76,1,0,37,1740,1,
7215,2,1,5,965,6,1,0,2,2215,1,
95800,2,1,76,800,77,0,1,38,800,1,
90072,3,0,72,72,72,1,0,36,72,0,
6237,2,1,4,1237,6,1,0,2,1237,0,
34266,2,1,27,516,28,1,0,13,1766,1,
71713,3,0,57,463,58,1,0,28,1713,1,
43,2,1,0,43,0,1,0,0,43,0,
77910,2,1,62,410,63,0,1,31,410,1,
58195,3,0,46,695,47,0,1,23,695,1,
61778,2,1,49,528,50,1,0,24,1778,1,
22592,3,0,18,92,18,1,0,9,92,0,
70776,3,0,56,776,57,0,1,28,776,1,
82127,2,1,65,877,66,1,0,32,2127,1,
42234,3,0,33,984,34,1,0,16,2234,1,
82496,2,1,65,1246,67,0,1,32,2496,0,
90915,2,1,72,915,73,0,1,36,915,1,
43577,3,0,34,1077,35,0,1,17,1077,1,
66723,3,0,53,473,54,1,0,26,1723,1,
82420,2,1,65,1170,67,0,1,32,2420,0,
16315,3,0,13,65,13,0,1,6,1315,0,
1230,2,1,0,1230,2,1,0,0,1230,0,
76101,2,1,60,1101,62,1,0,30,1101,0,
32437,2,1,25,1187,27,0,1,12,2437,0,
25204,2,1,20,204,21,0,1,10,204,1,
53767,2,1,43,17,43,0,1,21,1267,0,
15338,3,0,12,338,13,0,1,6,338,1,
29787,3,0,23,1037,24,1,0,11,2287,1,
77477,2,1,61,1227,63,0,1,30,2477,0,
78382,2,1,62,882,63,0,1,31,882,1,
42292,3,0,33,1042,34,1,0,16,2292,1,
85992,2,1,68,992,69,0,1,34,992,1,
96066,3,0,76,1066,77,0,1,38,1066,1,
51404,2,1,41,154,42,1,0,20,1404,1,
50836,3,0,40,836,41,0,1,20,836,1,
57241,3,0,45,991,46,1,0,22,2241,1,
8637,2,1,6,1137,8,1,0,3,1137,0,
38773,3,0,31,23,31,0,1,15,1273,0,
64586,2,1,51,836,52,1,0,25,2086,1,
51413,2,1,41,163,42,1,0,20,1413,1,
54681,3,0,43,931,44,1,0,21,2181,1,
24779,3,0,19,1029,20,1,0,9,2279,1,
93405,3,0,74,905,75,0,1,37,905,1,
43726,3,0,34,1226,36,1,0,17,1226,0,
17239,3,0,13,989,14,1,0,6,2239,1,
39511,3,0,31,761,32,1,0,15,2011,1,
43034,2,1,34,534,35,0,1,17,534,1,
66331,2,1,53,81,53,0,1,26,1331,0,
71332,3,0,57,82,57,0,1,28,1332,0,
67915,2,1,54,415,55,0,1,27,415,1,
38154,2,1,30,654,31,0,1,15,654,1,
34897,3,0,27,1147,29,0,1,13,2397,0,
11937,2,1,9,687,10,1,0,4,1937,1,
3764,2,1,3,14,3,0,1,1,1264,0,
60703,3,0,48,703,49,0,1,24,703,1,
28222,2,1,22,722,23,0,1,11,722,1,
31984,3,0,25,734,26,1,0,12,1984,1,
82247,2,1,65,997,66,1,0,32,2247,1,
66143,2,1,52,1143,54,1,0,26,1143,0,
25077,3,0,20,77,20,1,0,10,77,0,
11016,2,1,8,1016,9,0,1,4,1016,1,
66748,3,0,53,498,54,1,0,26,1748,1,
9954,2,1,7,1204,9,0,1,3,2454,0,
26715,2,1,21,465,22,1,0,10,1715,1,
66451,2,1,53,201,54,1,0,26,1451,1,
43695,3,0,34,1195,36,1,0,17,1195,0,
38429,3,0,30,929,31,0,1,15,929,1,
25905,2,1,20,905,21,0,1,10,905,1,
83784,3,0,67,34,67,0,1,33,1284,0,
84779,2,1,67,1029,68,1,0,33,2279,1,
39472,3,0,31,722,32,1,0,15,1972,1,
93064,3,0,74,564,75,0,1,37,564,1,
97411,2,1,77,1161,79,0,1,38,2411,0,
63681,2,1,50,1181,52,1,0,25,1181,0,
43845,2,1,35,95,35,0,1,17,1345,0,
11659,3,0,9,409,10,1,0,4,1659,1,
2314,2,1,1,1064,2,1,0,0,2314,1,
73631,2,1,58,1131,60,1,0,29,1131,0,
64038,2,1,51,288,52,1,0,25,1538,1,
18182,2,1,14,682,15,0,1,7,682,1,
75687,2,1,60,687,61,0,1,30,687,1,
18821,3,0,15,71,15,0,1,7,1321,0,
77966,3,0,62,466,63,0,1,31,466,1,
86487,3,0,69,237,70,1,0,34,1487,1,
73015,3,0,58,515,59,0,1,29,515,1,
4385,3,0,3,635,4,1,0,1,1885,1,
61741,3,0,49,491,50,1,0,24,1741,1,
57469,2,1,45,1219,47,0,1,22,2469,0,
87747,3,0,70,247,71,0,1,35,247,1,
11090,2,1,8,1090,9,0,1,4,1090,1,
88912,3,0,71,162,72,1,0,35,1412,1,
39811,2,1,31,1061,32,1,0,15,2311,1,
87994,3,0,70,494,71,0,1,35,494,1,
14754,2,1,11,1004,12,1,0,5,2254,1,
89416,2,1,71,666,72,1,0,35,1916,1,
90139,2,1,72,139,73,0,1,36,139,1,
57751,2,1,46,251,47,0,1,23,251,1,
17362,3,0,13,1112,15,0,1,6,2362,0,
86726,3,0,69,476,70,1,0,34,1726,1,
21740,2,1,17,490,18,1,0,8,1740,1,
41443,2,1,33,193,34,1,0,16,1443,1,
11012,2,1,8,1012,9,0,1,4,1012,1,
13198,2,1,10,698,11,0,1,5,698,1,
76414,3,0,61,164,62,1,0,30,1414,1,
8689,2,1,6,1189,8,1,0,3,1189,0,
84811,2,1,67,1061,68,1,0,33,2311,1,
46590,2,1,37,340,38,1,0,18,1590,1,
48774,2,1,39,24,39,0,1,19,1274,0,
87183,2,1,69,933,70,1,0,34,2183,1,
19219,2,1,15,469,16,1,0,7,1719,1,
63154,3,0,50,654,51,0,1,25,654,1,
87378,2,1,69,1128,71,0,1,34,2378,0,
70488,3,0,56,488,57,0,1,28,488,1,
60267,2,1,48,267,49,0,1,24,267,1,
60716,3,0,48,716,49,0,1,24,716,1,
76468,3,0,61,218,62,1,0,30,1468,1,
65582,3,0,52,582,53,0,1,26,582,1,
61737,3,0,49,487,50,1,0,24,1737,1,
78590,3,0,62,1090,63,0,1,31,1090,1,
13729,2,1,10,1229,12,1,0,5,1229,0,
27199,3,0,21,949,22,1,0,10,2199,1,
54637,3,0,43,887,44,1,0,21,2137,1,
43421,2,1,34,921,35,0,1,17,921,1,
31041,2,1,24,1041,25,0,1,12,1041,1,
10914,3,0,8,914,9,0,1,4,914,1,
88812,3,0,71,62,71,0,1,35,1312,0,
58978,2,1,47,228,48,1,0,23,1478,1,
66798,3,0,53,548,54,1,0,26,1798,1,
25779,2,1,20,779,21,0,1,10,779,1,
93058,2,1,74,558,75,0,1,37,558,1,
64275,3,0,51,525,52,1,0,25,1775,1,
61319,2,1,49,69,49,0,1,24,1319,0,
97964,2,1,78,464,79,0,1,39,464,1,
60754,2,1,48,754,49,0,1,24,754,1,
14457,2,1,11,707,12,1,0,5,1957,1,
77574,2,1,62,74,62,1,0,31,74,0,
73295,2,1,58,795,59,0,1,29,795,1,
23113,2,1,18,613,19,0,1,9,613,1,
58605,2,1,46,1105,48,1,0,23,1105,0,
81392,3,0,65,142,66,1,0,32,1392,1,
42956,2,1,34,456,35,0,1,17,456,1,
50370,2,1,40,370,41,0,1,20,370,1,
2769,2,1,2,269,3,0,1,1,269,1,
36906,2,1,29,656,30,1,0,14,1906,1,
3658,2,1,2,1158,4,1,0,1,1158,0,
51762,2,1,41,512,42,1,0,20,1762,1,
34091,2,1,27,341,28,1,0,13,1591,1,
69114,3,0,55,364,56,1,0,27,1614,1,
68431,2,1,54,931,55,0,1,27,931,1,
28721,3,0,22,1221,24,1,0,11,1221,0,
24280,2,1,19,530,20,1,0,9,1780,1,
14053,3,0,11,303,12,1,0,5,1553,1,
67953,3,0,54,453,55,0,1,27,453,1,
17090,2,1,13,840,14,1,0,6,2090,1,
36433,2,1,29,183,30,1,0,14,1433,1,
35680,2,1,28,680,29,0,1,14,680,1,
23449,2,1,18,949,19,0,1,9,949,1,
25733,2,1,20,733,21,0,1,10,733,1,
43106,2,1,34,606,35,0,1,17,606,1,
62378,2,1,49,1128,51,0,1,24,2378,0,
7280,2,1,5,1030,6,1,0,2,2280,1,
13300,2,1,10,800,11,0,1,5,800,1,
2819,3,0,2,319,3,0,1,1,319,1,
37106,3,0,29,856,30,1,0,14,2106,1,
78564,2,1,62,1064,63,0,1,31,1064,1,
44068,2,1,35,318,36,1,0,17,1568,1,
68729,2,1,54,1229,56,1,0,27,1229,0,
53908,2,1,43,158,44,1,0,21,1408,1,
52910,2,1,42,410,43,0,1,21,410,1,
83306,2,1,66,806,67,0,1,33,806,1,
7271,2,1,5,1021,6,1,0,2,2271,1,
1197,2,1,0,1197,2,1,0,0,1197,0,
44918,2,1,35,1168,37,0,1,17,2418,0,
54050,2,1,43,300,44,1,0,21,1550,1,
94716,2,1,75,966,76,1,0,37,2216,1,
81559,3,0,65,309,66,1,0,32,1559,1,
89786,2,1,71,1036,72,1,0,35,2286,1,
16833,2,1,13,583,14,1,0,6,1833,1,
49222,2,1,39,472,40,1,0,19,1722,1,
9874,3,0,7,1124,9,0,1,3,2374,0,
25108,2,1,20,108,21,0,1,10,108,1,
94812,2,1,75,1062,76,1,0,37,2312,1,
55858,3,0,44,858,45,0,1,22,858,1,
93128,2,1,74,628,75,0,1,37,628,1,
88825,3,0,71,75,71,0,1,35,1325,0,
2332,2,1,1,1082,2,1,0,0,2332,1,
9834,3,0,7,1084,8,1,0,3,2334,1,
68668,2,1,54,1168,56,1,0,27,1168,0,
69227,3,0,55,477,56,1,0,27,1727,1,
89770,2,1,71,1020,72,1,0,35,2270,1,
74196,3,0,59,446,60,1,0,29,1696,1,
85897,2,1,68,897,69,0,1,34,897,1,
61154,2,1,48,1154,50,1,0,24,1154,0,
39710,3,0,31,960,32,1,0,15,2210,1,
84885,2,1,67,1135,69,0,1,33,2385,0,
29536,2,1,23,786,24,1,0,11,2036,1,
21458,3,0,17,208,18,1,0,8,1458,1,
14449,3,0,11,699,12,1,0,5,1949,1,
9528,2,1,7,778,8,1,0,3,2028,1,
60200,2,1,48,200,49,0,1,24,200,1,
54691,3,0,43,941,44,1,0,21,2191,1,
82169,2,1,65,919,66,1,0,32,2169,1,
54063,3,0,43,313,44,1,0,21,1563,1,
87236,2,1,69,986,70,1,0,34,2236,1,
70882,3,0,56,882,57,0,1,28,882,1,
68684,2,1,54,1184,56,1,0,27,1184,0,
51445,2,1,41,195,42,1,0,20,1445,1,
2862,2,1,2,362,3,0,1,1,362,1,
3966,2,1,3,216,4,1,0,1,1466,1,
80550,3,0,64,550,65,0,1,32,550,1,
74007,3,0,59,257,60,1,0,29,1507,1,
6721,2,1,5,471,6,1,0,2,1721,1,
34839,3,0,27,1089,28,1,0,13,2339,1,
97267,2,1,77,1017,78,1,0,38,2267,1,
79765,2,1,63,1015,64,1,0,31,2265,1,
24877,3,0,19,1127,21,0,1,9,2377,0,
80724,3,0,64,724,65,0,1,32,724,1,
534,3,0,0,534,1,0,1,0,534,1,
5052,2,1,4,52,4,1,0,2,52,0,
80482,3,0,64,482,65,0,1,32,482,1,
60538,2,1,48,538,49,0,1,24,538,1,
34069,2,1,27,319,28,1,0,13,1569,1,
82375,2,1,65,1125,67,0,1,32,2375,0,
66829,2,1,53,579,54,1,0,26,1829,1,
70970,2,1,56,970,57,0,1,28,970,1,
32535,3,0,26,35,26,1,0,13,35,0,
60329,2,1,48,329,49,0,1,24,329,1,
54243,3,0,43,493,44,1,0,21,1743,1,
51317,2,1,41,67,41,0,1,20,1317,0,
78269,2,1,62,769,63,0,1,31,769,1,
9646,2,1,7,896,8,1,0,3,2146,1,
61486,2,1,49,236,50,1,0,24,1486,1,
78536,2,1,62,1036,63,0,1,31,1036,1,
51684,2,1,41,434,42,1,0,20,1684,1,
26469,3,0,21,219,22,1,0,10,1469,1,
88599,3,0,70,1099,71,0,1,35,1099,1,
38087,2,1,30,587,31,0,1,15,587,1,
69139,3,0,55,389,56,1,0,27,1639,1,
47005,3,0,37,755,38,1,0,18,2005,1,
92275,2,1,73,1025,74,1,0,36,2275,1,
28077,2,1,22,577,23,0,1,11,577,1,
66265,2,1,53,15,53,0,1,26,1265,0,
53051,2,1,42,551,43,0,1,21,551,1,
96049,2,1,76,1049,77,0,1,38,1049,1,
574,3,0,0,574,1,0,1,0,574,1,
95603,2,1,76,603,77,0,1,38,603,1,
60294,2,1,48,294,49,0,1,24,294,1,
83907,3,0,67,157,68,1,0,33,1407,1,
93223,2,1,74,723,75,0,1,37,723,1,
36814,2,1,29,564,30,1,0,14,1814,1,
62631,2,1,50,131,51,0,1,25,131,1,
97497,3,0,77,1247,79,0,1,38,2497,0,
14169,2,1,11,419,12,1,0,5,1669,1,
55329,3,0,44,329,45,0,1,22,329,1,
62768,3,0,50,268,51,0,1,25,268,1,
83052,3,0,66,552,67,0,1,33,552,1,
11313,2,1,9,63,9,0,1,4,1313,0,
83630,2,1,66,1130,68,1,0,33,1130,0,
65643,3,0,52,643,53,0,1,26,643,1,
36852,2,1,29,602,30,1,0,14,1852,1,
46417,2,1,37,167,38,1,0,18,1417,1,
34828,3,0,27,1078,28,1,0,13,2328,1,
85768,2,1,68,768,69,0,1,34,768,1,
59114,2,1,47,364,48,1,0,23,1614,1,
54145,2,1,43,395,44,1,0,21,1645,1,
28653,3,0,22,1153,24,1,0,11,1153,0,
97097,2,1,77,847,78,1,0,38,2097,1,
14513,2,1,11,763,12,1,0,5,2013,1,
26416,3,0,21,166,22,1,0,10,1416,1,
